file,variable,value
owm-1-390cities,json.bson.gz,36087
owm-1-390cities,json.bson.bz2,21670
owm-1-390cities,json.bson.zip,35255
owm-1-390cities,json.cbor.gz,29829
owm-1-390cities,json.cbor.bz2,19413
owm-1-390cities,json.cbor.zip,29905
owm-1-390cities,json.eson.gz,31417
owm-1-390cities,json.eson.bz2,28628
owm-1-390cities,json.eson.zip,31541
owm-1-3cities,json,1865
owm-1-3cities,json.gz,636
owm-1-3cities,json.bz2,673
owm-1-3cities,json.zip,785
owm-1-3cities,json.bson,1980
owm-1-3cities,json.cbor,1483
owm-1-3cities,json.eson,755
owm-1-3cities,json.bson.gz,811
owm-1-3cities,json.bson.bz2,922
owm-1-3cities,json.bson.zip,965
owm-1-3cities,json.cbor.gz,685
owm-1-3cities,json.cbor.bz2,785
owm-1-3cities,json.cbor.zip,835
owm-1-3cities,json.eson.gz,797
owm-1-3cities,json.eson.bz2,906
owm-1-3cities,json.eson.zip,941
owm-1-400cities,json,247718
owm-1-400cities,json.gz,29490
owm-1-400cities,json.bz2,17511
owm-1-400cities,json.zip,29655
owm-1-400cities,json.bson,262724
owm-1-400cities,json.cbor,198275
owm-1-400cities,json.eson,55518
owm-1-400cities,json.bson.gz,37860
owm-1-400cities,json.bson.bz2,21893
owm-1-400cities,json.bson.zip,37224
owm-1-400cities,json.cbor.gz,30366
owm-1-400cities,json.cbor.bz2,19604
owm-1-400cities,json.cbor.zip,30604
owm-1-400cities,json.eson.gz,32307
owm-1-400cities,json.eson.bz2,29317
owm-1-400cities,json.eson.zip,32433
owm-1-40cities,json,24791
owm-1-40cities,json.gz,3768
owm-1-40cities,json.bz2,3100
owm-1-40cities,json.zip,3918
owm-1-40cities,json.bson,26276
owm-1-40cities,json.cbor,19839
owm-1-40cities,json.eson,6191
owm-1-40cities,json.bson.gz,4813
owm-1-40cities,json.bson.bz2,4339
owm-1-40cities,json.bson.zip,4960
owm-1-40cities,json.cbor.gz,4055
owm-1-40cities,json.cbor.bz2,3697
owm-1-40cities,json.cbor.zip,4184
owm-1-40cities,json.eson.gz,4520
owm-1-40cities,json.eson.bz2,4877
owm-1-40cities,json.eson.zip,4670
owm-1-410cities,json,253880
owm-1-410cities,json.gz,30204
owm-1-410cities,json.bz2,17837
owm-1-410cities,json.zip,30365
owm-1-410cities,json.bson,269247
owm-1-410cities,json.cbor,203205
owm-1-410cities,json.eson,56849
owm-1-410cities,json.bson.gz,37661
owm-1-410cities,json.bson.bz2,22729
owm-1-410cities,json.bson.zip,38466
owm-1-410cities,json.cbor.gz,31367
owm-1-410cities,json.cbor.bz2,19569
owm-1-410cities,json.cbor.zip,31159
owm-1-410cities,json.eson.gz,33027
owm-1-410cities,json.eson.bz2,29905
owm-1-410cities,json.eson.zip,33143
owm-1-420cities,json,260116
owm-1-420cities,json.gz,30976
owm-1-420cities,json.bz2,18177
owm-1-420cities,json.zip,31136
owm-1-420cities,json.bson,275860
owm-1-420cities,json.cbor,208219
owm-1-420cities,json.eson,58330
owm-1-420cities,json.bson.gz,39387
owm-1-420cities,json.bson.bz2,23031
owm-1-420cities,json.bson.zip,39849
owm-1-420cities,json.cbor.gz,32114
owm-1-420cities,json.cbor.bz2,20393
owm-1-420cities,json.cbor.zip,32382
owm-1-420cities,json.eson.gz,33777
owm-1-420cities,json.eson.bz2,30565
owm-1-420cities,json.eson.zip,33901
owm-1-430cities,json,266344
owm-1-430cities,json.gz,31694
owm-1-430cities,json.bz2,18627
owm-1-430cities,json.zip,31857
owm-1-430cities,json.bson,282456
owm-1-430cities,json.cbor,213221
owm-1-430cities,json.eson,59716
owm-1-430cities,json.bson.gz,40563
owm-1-430cities,json.bson.bz2,23405
owm-1-430cities,json.bson.zip,39431
owm-1-430cities,json.cbor.gz,32287
owm-1-430cities,json.cbor.bz2,20673
owm-1-430cities,json.cbor.zip,33347
owm-1-430cities,json.eson.gz,34545
owm-1-430cities,json.eson.bz2,31172
owm-1-430cities,json.eson.zip,34669
owm-1-440cities,json,272524
owm-1-440cities,json.gz,32428
owm-1-440cities,json.bz2,19049
owm-1-440cities,json.zip,32586
owm-1-440cities,json.bson,288994
owm-1-440cities,json.cbor,218173
owm-1-440cities,json.eson,61115
owm-1-440cities,json.bson.gz,40930
owm-1-440cities,json.bson.bz2,24226
owm-1-440cities,json.bson.zip,40491
owm-1-440cities,json.cbor.gz,33995
owm-1-440cities,json.cbor.bz2,21074
owm-1-440cities,json.cbor.zip,33893
owm-1-440cities,json.eson.gz,35243
owm-1-440cities,json.eson.bz2,31804
owm-1-440cities,json.eson.zip,35370
owm-1-450cities,json,278745
owm-1-450cities,json.gz,33105
owm-1-450cities,json.bz2,19320
owm-1-450cities,json.zip,33264
owm-1-450cities,json.bson,295574
owm-1-450cities,json.cbor,223155
owm-1-450cities,json.eson,62497
owm-1-450cities,json.bson.gz,42420
owm-1-450cities,json.bson.bz2,24400
owm-1-450cities,json.bson.zip,41210
owm-1-450cities,json.cbor.gz,34585
owm-1-450cities,json.cbor.bz2,21538
owm-1-450cities,json.cbor.zip,34041
owm-1-450cities,json.eson.gz,35932
owm-1-450cities,json.eson.bz2,32366
owm-1-450cities,json.eson.zip,36056
owm-1-460cities,json,289128
owm-1-460cities,json.gz,33778
owm-1-460cities,json.bz2,19676
owm-1-460cities,json.zip,33940
owm-1-460cities,json.bson,307168
owm-1-460cities,json.cbor,231177
owm-1-460cities,json.eson,63871
owm-1-460cities,json.bson.gz,43238
owm-1-460cities,json.bson.bz2,24731
owm-1-460cities,json.bson.zip,44189
owm-1-460cities,json.cbor.gz,35094
owm-1-460cities,json.cbor.bz2,21581
owm-1-460cities,json.cbor.zip,35166
owm-1-460cities,json.eson.gz,36665
owm-1-460cities,json.eson.bz2,32943
owm-1-460cities,json.eson.zip,36806
owm-1-470cities,json,290904
owm-1-470cities,json.gz,34614
owm-1-470cities,json.bz2,20122
owm-1-470cities,json.zip,34781
owm-1-470cities,json.bson,308464
owm-1-470cities,json.cbor,232862
owm-1-470cities,json.eson,65229
owm-1-470cities,json.bson.gz,43527
owm-1-470cities,json.bson.bz2,25209
owm-1-470cities,json.bson.zip,43871
owm-1-470cities,json.cbor.gz,35209
owm-1-470cities,json.cbor.bz2,22219
owm-1-470cities,json.cbor.zip,36253
owm-1-470cities,json.eson.gz,37278
owm-1-470cities,json.eson.bz2,33400
owm-1-470cities,json.eson.zip,37418
