file,variable,value
amphib-strict,pptx,428488
amphib-strict,pptx.zip,356685
amphib-strict,ppte,296506
applayer-strict,pptx,309474
applayer-strict,pptx.zip,248329
applayer-strict,ppte,239253
enterprise-strict,pptx,65502
enterprise-strict,pptx.zip,46511
enterprise-strict,ppte,47360
now-strict,pptx,172170
now-strict,pptx.zip,142359
now-strict,ppte,141599
prop,pptx,59805
prop,pptx.zip,50003
prop,ppte,49143
