file,variable,value
dfxml-09,xml.schema_precompress_exi,15844
dfxml-09,xml.schema_precompress_exi.gz,4560
dfxml-09,xml.schema_precompress_exi.bz2,4562
dfxml-09,xml.schema_precompress_exi.zip,4741
dfxml-09,xml.schema_compress_exi,4253
dfxml-09,xml.schema_compress_exi.gz,4305
dfxml-09,xml.schema_compress_exi.bz2,4770
dfxml-09,xml.schema_compress_exi.zip,4459
dfxml-09,xml.strict_bitpacked_exi,10439
dfxml-09,xml.strict_bitpacked_exi.gz,7080
dfxml-09,xml.strict_bitpacked_exi.bz2,7237
dfxml-09,xml.strict_bitpacked_exi.zip,7240
dfxml-09,xml.strict_bytealigned_exi,14073
dfxml-09,xml.strict_bytealigned_exi.gz,4778
dfxml-09,xml.strict_bytealigned_exi.bz2,4459
dfxml-09,xml.strict_bytealigned_exi.zip,4941
dfxml-09,xml.strict_precompress_exi,14062
dfxml-09,xml.strict_precompress_exi.gz,4533
dfxml-09,xml.strict_precompress_exi.bz2,4512
dfxml-09,xml.strict_precompress_exi.zip,4711
dfxml-09,xml.strict_compress_exi,4234
dfxml-09,xml.strict_compress_exi.gz,4286
dfxml-09,xml.strict_compress_exi.bz2,4734
dfxml-09,xml.strict_compress_exi.zip,4440
dfxml-10,xml,153706
dfxml-10,xml.gz,21131
dfxml-10,xml.bz2,15889
dfxml-10,xml.zip,21249
dfxml-10,xml.bitpacked_exi,38666
dfxml-10,xml.bitpacked_exi.gz,22344
dfxml-10,xml.bitpacked_exi.bz2,21126
dfxml-10,xml.bitpacked_exi.zip,22554
dfxml-10,xml.bytealigned_exi,51082
dfxml-10,xml.bytealigned_exi.gz,17007
dfxml-10,xml.bytealigned_exi.bz2,14595
dfxml-10,xml.bytealigned_exi.zip,17076
dfxml-10,xml.precompress_exi,51504
dfxml-10,xml.precompress_exi.gz,14076
dfxml-10,xml.precompress_exi.bz2,13195
dfxml-10,xml.precompress_exi.zip,13783
dfxml-10,xml.compress_exi,13403
dfxml-10,xml.compress_exi.gz,13191
dfxml-10,xml.compress_exi.bz2,13728
dfxml-10,xml.compress_exi.zip,13343
dfxml-10,xml.schema_bitpacked_exi,32005
dfxml-10,xml.schema_bitpacked_exi.gz,20626
dfxml-10,xml.schema_bitpacked_exi.bz2,19342
dfxml-10,xml.schema_bitpacked_exi.zip,20729
dfxml-10,xml.schema_bytealigned_exi,44619
dfxml-10,xml.schema_bytealigned_exi.gz,14599
dfxml-10,xml.schema_bytealigned_exi.bz2,12607
dfxml-10,xml.schema_bytealigned_exi.zip,14735
dfxml-10,xml.schema_precompress_exi,44681
dfxml-10,xml.schema_precompress_exi.gz,12902
dfxml-10,xml.schema_precompress_exi.bz2,12032
dfxml-10,xml.schema_precompress_exi.zip,12533
dfxml-10,xml.schema_compress_exi,11722
dfxml-10,xml.schema_compress_exi.gz,11637
dfxml-10,xml.schema_compress_exi.bz2,12153
dfxml-10,xml.schema_compress_exi.zip,11796
dfxml-10,xml.strict_bitpacked_exi,30855
dfxml-10,xml.strict_bitpacked_exi.gz,19882
dfxml-10,xml.strict_bitpacked_exi.bz2,18764
dfxml-10,xml.strict_bitpacked_exi.zip,20057
dfxml-10,xml.strict_bytealigned_exi,39900
dfxml-10,xml.strict_bytealigned_exi.gz,14365
dfxml-10,xml.strict_bytealigned_exi.bz2,12533
dfxml-10,xml.strict_bytealigned_exi.zip,14527
dfxml-10,xml.strict_precompress_exi,39962
dfxml-10,xml.strict_precompress_exi.gz,12837
dfxml-10,xml.strict_precompress_exi.bz2,12028
dfxml-10,xml.strict_precompress_exi.zip,12474
dfxml-10,xml.strict_compress_exi,11687
dfxml-10,xml.strict_compress_exi.gz,11608
dfxml-10,xml.strict_compress_exi.bz2,12092
dfxml-10,xml.strict_compress_exi.zip,11767
dfxml-11,xml,205798
dfxml-11,xml.gz,25154
dfxml-11,xml.bz2,21011
dfxml-11,xml.zip,25361
dfxml-11,xml.bitpacked_exi,57909
dfxml-11,xml.bitpacked_exi.gz,34872
dfxml-11,xml.bitpacked_exi.bz2,30963
dfxml-11,xml.bitpacked_exi.zip,34995
dfxml-11,xml.bytealigned_exi,74620
dfxml-11,xml.bytealigned_exi.gz,24076
dfxml-11,xml.bytealigned_exi.bz2,20469
dfxml-11,xml.bytealigned_exi.zip,24189
dfxml-11,xml.precompress_exi,74678
dfxml-11,xml.precompress_exi.gz,21412
dfxml-11,xml.precompress_exi.bz2,19655
dfxml-11,xml.precompress_exi.zip,21177
dfxml-11,xml.compress_exi,20023
dfxml-11,xml.compress_exi.gz,19830
dfxml-11,xml.compress_exi.bz2,20334
dfxml-11,xml.compress_exi.zip,19982
dfxml-11,xml.schema_bitpacked_exi,47778
dfxml-11,xml.schema_bitpacked_exi.gz,29219
dfxml-11,xml.schema_bitpacked_exi.bz2,26199
dfxml-11,xml.schema_bitpacked_exi.zip,29341
dfxml-11,xml.schema_bytealigned_exi,66397
dfxml-11,xml.schema_bytealigned_exi.gz,20721
dfxml-11,xml.schema_bytealigned_exi.bz2,17294
dfxml-11,xml.schema_bytealigned_exi.zip,21014
dfxml-11,xml.schema_precompress_exi,66468
dfxml-11,xml.schema_precompress_exi.gz,19136
dfxml-11,xml.schema_precompress_exi.bz2,17239
dfxml-11,xml.schema_precompress_exi.zip,18775
dfxml-11,xml.schema_compress_exi,17575
dfxml-11,xml.schema_compress_exi.gz,17428
dfxml-11,xml.schema_compress_exi.bz2,17888
dfxml-11,xml.schema_compress_exi.zip,17582
dfxml-11,xml.strict_bitpacked_exi,46318
dfxml-11,xml.strict_bitpacked_exi.gz,28764
dfxml-11,xml.strict_bitpacked_exi.bz2,25871
dfxml-11,xml.strict_bitpacked_exi.zip,28878
dfxml-11,xml.strict_bytealigned_exi,60262
dfxml-11,xml.strict_bytealigned_exi.gz,20454
dfxml-11,xml.strict_bytealigned_exi.bz2,17239
dfxml-11,xml.strict_bytealigned_exi.zip,20739
dfxml-11,xml.strict_precompress_exi,60333
dfxml-11,xml.strict_precompress_exi.gz,19050
dfxml-11,xml.strict_precompress_exi.bz2,17159
dfxml-11,xml.strict_precompress_exi.zip,18690
dfxml-11,xml.strict_compress_exi,17516
dfxml-11,xml.strict_compress_exi.gz,17371
dfxml-11,xml.strict_compress_exi.bz2,17824
dfxml-11,xml.strict_compress_exi.zip,17525
dfxml-12,xml,389025
dfxml-12,xml.gz,45040
dfxml-12,xml.bz2,36666
dfxml-12,xml.zip,45259
dfxml-12,xml.bitpacked_exi,103770
dfxml-12,xml.bitpacked_exi.gz,59821
